source_row,reading_raw,nom_raw,example_raw,note_raw,source_url
6359,rởm,𠼖,"𢟔𠼖
  thói rởm · 咹𬡶𠼖 ăn mặc rởm",U+20F16,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6360,rón,蹾,"蹾𨅍 rón
  rén [𠸨]","[異] 䠣

    U+8E7E",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6361,rôn,噎,"噎噎 rôn rốt
  [𠸨]","⇔ 噎 rốt

    U+564E",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6362,rốn,𦠆,"丐𦠆 cái
  rốn · 墫膮割𦠆 chôn rau cắt rốn · 𱖗𦠆徠 ngồi rốn lại",U+26806,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6363,rơn,𣼸,"𣼸𣼸
  rơn rớt [𠸨]","⇔ 𣼸
  rớt

    U+23F38",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6364,rờn,涎,"摺涎 rập rờn
  [𠸨]",U+6D8E,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6365,rờn,囒,"囒囒 rờn rợn
  [𠸨]","⇔ 囒 rợn

    [翻]

    U+56D2",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6366,rộn,𠾽,"𠾽喋 rộn
  rịp [𠸨]","⇔ 𠾽
  nhộn

    U+20FBD",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6367,rộn,𡀷,"絆𡀷 bận
  rộn","[翻]

    U+21037",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6368,rợn,囒,挏囒 rùng rợn,"[翻]

    U+56D2",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6369,rong,苳,"苳𦼔 rong
  rêu",U+82F3,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6370,rong,𨀐,"喝𨀐 hát
  rong · 𨀐𨔈 rong chơi · 柜行𨀐 quầy hàng rong",U+28010,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6371,róng,弄,"𦄃弄 riết
  róng [𠸨]",U+5F04,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6372,ròng,𠖿,"𠖿沲 ròng
  rã · 沚𠖿𠖿 chảy ròng ròng","[翻]

    U+205BF",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6373,ròng,轆,"轆轆 ròng rọc
  [𠸨]","⇔ 轆 rọc

    U+8F46",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6374,rông,𠹍,"𠹍𠹍
  rông rổng [𠸨]","⇔ 𠹍
  rổng

    U+20E4D",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6375,rống,㗢,"𤙭㗢 bò
  rống",U+35E2,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6376,rồng,蠬（𧏵）,"𦞑蠬 vòi
  rồng · 豆蠬 đậu rồng · 𨉟蠬 mình rồng",U+882C (U+273F5),https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6377,rỗng,筩,"𥧪筩 trống
  rỗng · 桶筩叫𫰅 thùng rỗng kêu to",U+7B69,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6378,rổng,𠹍,"𠹍𠹍
  rông rổng [𠸨]",U+20E4D,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6379,rộng,㢅,"𢲫㢅 mở
  rộng · 㢅量 rộng lượng · 㢅𠸤 rộng rãi [𠸨]","[異]
  𢌌

    U+3885",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6380,rốp,爉,"爉𤊡 rốp
  bỏng","[翻]

    U+7209",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6381,rộp,㷝,"䏧𤂧㷝 da
  phồng rộp",U+3DDD,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6382,rợp,𩄓,"𩄓𣈖
  rợp bóng · 旗𧹻𩄓𡗶 cờ đỏ rợp trời",U+29113,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6383,rót,𣹕,"𣹕渃 rót
  nước","[翻]

    U+23E55",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6384,rốt,噎,"噎噎 rôn rốt
  [𠸨]",U+564E,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6385,rốt,𡳝,"𡳝局 rốt
  cuộc · 𢖖󠄁𡳝 sau rốt",U+21CDD,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6386,rọt,𦛌,,"⇔ 𦛌
  ruột

    U+266CC",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6387,rọt,𤈠,"炩𤈠 rành
  rọt [𠸨]",U+24220,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6388,rớt,溧,淶溧 rơi rớt,"[翻]

    U+6EA7",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6389,rớt,𣼸,"𣼸𣼸
  rơn rớt [𠸨]","⇔ 𣼸
  nhớt

    U+23F38",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6390,ru,𠱋,"喝𠱋 hát
  ru","[翻]

    U+20C4B",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6391,ru,𧀓,"𧀓𧀓
  ru rú [𠸨]","⇔ 𧀓
  rú

    U+27013",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6392,rú,𧀓,"𡹃𧀓
  rừng rú · 𬨠𧀓劕檜 lên rú chặt củi",U+27013,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6393,rú,𡀿,"𢜠𡀿
  mừng rú · 𤢿𡀿 sói rú",U+2103F,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6394,rù,㾄,氍㾄 cù rù,U+3F84,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6395,rũ,揄,眷揄 quyến rũ,U+63C4,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6396,rũ,癒,"勾癒 cú rũ · 膒癒 ủ
  rũ",U+7652,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6397,rủ,𢷀,"𢷀𢚸
  rủ lòng · 𢷀𬺗 rủ xuống · 𢷀黎 rủ rê [𠸨] ·
  𢷀𠯇 rủ rỉ",U+22DC0,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6398,rua,俞,"鬚俞 tua rua
  [𠸨]",U+4FDE,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6399,rùa,𧒍,"𡥵𧒍
  con rùa · 𨨦𧒍 mai rùa","[異] 𧒌
  𪛇

    U+2748D",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6400,rủa,嚕,"願嚕 nguyền
  rủa",U+5695,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6401,rưa,呂,"呂呂 rưa rứa
  [𠸨]","⇔ 呂 rứa

    U+5442",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6402,rứa,呂,"呂呂 rưa rứa
  [𠸨]",U+5442,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6403,rữa,𦛗,"𭬙𦛗
  mục rữa · 𦛗捏 rữa nát · 啐𦛗 thối rữa",U+266D7,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6404,rửa,𣳮,"𣳮𢬣
  rửa tay · 𣳮錢 rửa tiền",U+23CEE,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6405,rựa,𨮌,"刀𨮌 dao
  rựa · 特𨮌 đực rựa",U+28B8C,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6406,rúc,唷,唷嚦 rúc rích,"[翻]

    U+5537",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6407,rục,濁,"濁𤃝 rục
  rịch [𠸨]",U+6FC1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6408,rức,𪵫,"𪵫𪵫
  rưng rức [𠸨]",U+2AD6B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6409,rực,熤,"熤熤 rừng rực
  [𠸨] · 𰛴熤 rạo rực","[翻]

    U+71A4",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6410,rui,榱,"榱𭩽 rui
  mè",U+69B1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6411,rủi,𢤡,"𢤡𬰹
  rủi ro [𠸨] · 𠶣𢤡 may rủi · 搎𢤡 dun rủi","[翻]

    U+22921",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6412,rụi,藞,"殘藞 tàn rụi ·
  𣘃藞 cây rụi · 𪸔藞 cháy rụi",U+85DE,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6413,rúm,揕,"𢮩揕 co
  rúm",U+63D5,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6414,rùm,𠾣,"𠾣鋲 rùm
  beng","[翻]

    U+20FA3",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6415,run,𧉙,,"⇔ 𧉙
  giun

    U+27259",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6416,run,憞,"洌憞 rét run · 憞忣忣
  run cầm cập","[翻]

    U+619E",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6417,rún,𦠆,,"⇔ 𦠆
  rốn

    U+26806",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6418,rủn,噋,"㤓噋 bủn rủn · 噋志
  rủn chí",U+564B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6419,rung,𢫝,"𢫝感 rung
  cảm · 𢫝扐 rung lắc · 𢫝揁 rung rinh [𠸨]",U+22ADD,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6420,rung,唷,"唷唷 rung rúc
  [𠸨]","⇔ 唷 rúc

    U+5537",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6421,rúng,佣,"被佣精神 bị rúng
  tinh thần · 𱞁佣 rẻ rúng [𠸨]",U+4F63,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6422,rùng,挏,"挏𨉟 rùng
  mình",U+630F,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6423,rủng,𬫉,"𬫉珵 rủng
  rỉnh",U+2CAC9,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6424,rưng,㖫,"𢜠㖫渃眜
  mừng rưng nước mắt · 㖫㖫渃眜 rưng rưng nước mắt",U+35AB,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6425,rưng,𪵫,"𪵫𪵫
  rưng rức [𠸨]","⇔ 𪵫
  rức

    U+2AD6B",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6426,rụng,苚,"蘿苚 lá rụng · 淶苚
  rơi rụng · 苚𨖨 rụng rời","[翻]

    U+82DA",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6427,rừng,𡹃,"𡹃葚 rừng
  rậm · 𡹃疎 rừng thưa","[翻]

    [異] 棱

    U+21E43",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6428,rừng,熤,"熤熤 rừng rực
  [𠸨]","⇔ 熤 rực

    U+71A4",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6429,rửng,𢘩,𢘩𦝺 rửng mỡ,U+22629,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6430,ruốc,𧌸,"𧌸𬚸
  ruốc thịt · 𩻐𧌸 mắm ruốc",U+27338,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6431,rước,逴,"逴𠓨 rước
  vào · 逴妯 rước dâu",U+9034,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6432,ruồi,𧋆,"脺𧋆 nốt
  ruồi · 𧋆青 ruồi xanh · 螉𧋆 ong ruồi",U+272C6,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6433,ruổi,𩧍,"𩧍馭 ruổi
  ngựa",U+299CD,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6434,rưới,𢱓,"𧛊𢱓
  rách rưới",U+22C53,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6435,rười,洟,"洟洟 rười rượi
  [𠸨]","⇔ 洟 rượi

    U+6D1F",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6436,rưỡi,𥙪,"𠬠銅𥙪
  một đồng rưỡi · 𠬠𣎃𥙪 một tháng rưỡi",U+2566A,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6437,rưởi,𥙪,,"⇔ 𥙪
  rưỡi

    U+2566A",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6438,rượi,洟,"𠖾洟 mát
  rượi · 癒洟 rũ rượi · 洟洟 rười rượi · 花鐄洟 hoa vàng rượi",U+6D1F,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6439,rươm,滲,"滲滲 rươm rướm
  [𠸨]","⇔ 滲 rướm

    U+6EF2",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6440,rướm,滲,"滲𧖱 rướm
  máu · 滲滲 rươm rướm [𠸨]","⇔ 滲 rớm

    U+6EF2",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6441,rườm,薝,"𠳒薝 lời
  rườm · 薝𦳃 rườm rà [𠸨]",U+859D,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6442,rướn,𪡍,"𪡍𬨠
  rướn lên · 𪡍𦙶 rướn cổ",U+2A84D,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6443,rườn,淖,"淖淖 rườn rượt
  [𠸨]","⇔ 淖 rượt

    U+6DD6",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6444,rượn,𢗆,"𢗆𨔈
  rượn chơi",U+225C6,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6445,ruồng,拥,"拥𠬃 ruồng
  bỏ",U+62E5,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6446,ruỗng,𠳀,"𭬙𠳀
  mục ruỗng · 𠳀捏 ruỗng nát",U+20CC0,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6447,ruộng,𬏇,"垌𬏇 đồng
  ruộng",U+2C3C7,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6448,rường,樑,"𢶢樑 chống
  rường · 茹樑 nhà rường · 樑榾 rường cột",U+6A11,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6449,ruột,𦛌,"焠𦛌 sốt
  ruột",U+266CC,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6450,rượt,𧺕,"𧺕蹺 rượt
  theo · 𧺕仉𥌈 rượt kẻ trộm",U+27E95,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6451,rượt,淖,"淖淖 rườn rượt
  [𠸨]",U+6DD6,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6452,rượu,𨢇,"㕵𨢇 uống
  rượu · 𠲏𨢇 nhắm rượu",U+28887,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6453,rút,捽,"捽刀 rút dao ·
  捽𨆢 rút lui","[異]
  𢫫

    U+637D",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6454,rút,𫉡,"蔞𫉡 rau
  rút · 韋𫉡 vi-rút [摱]","[翻]

    U+2B261",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6455,rụt,揬,"揬𥗍 rụt
  rè",U+63EC,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6456,rứt,𢲼,"伓𢲼 bứt
  rứt · 哏𢲼 cắn rứt · 𢲼𦛌 rứt ruột",U+22CBC,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6457,SA,沙,"沙漠 sa mạc · 沙場
  sa trường · 沙石 sa thạch · 浮沙 phù sa · 黃沙 hoàng sa · 芹沙 cần sa [摱]","[翻]

    U+6C99",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6458,SA,砂,"朱砂 chu sa · 丹砂
  đan sa",U+7802,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6459,SA,紗,"𡲫紗 vải
  sa · 紗花 sa hoa · 紗𣹗 sa trơn · 襖紗 áo sa",U+7D17,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6460,SA,裟,袈裟 cà sa,U+88DF,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6461,sa,蹉,"蹉𨁟 sa
  ngã · 蹉機 sa cơ · 蹉𠓨擺 sa vào bẫy","⇔ 蹉 sà

    U+8E49",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6462,sá,圫,塘圫 đường sá,U+572B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6463,sá,詫,詫之 sá gì,U+8A6B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6464,sà,蹉,"蹉𬺗 sà
  xuống",U+8E49,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6465,sã,咤,"咤𠼾 sã
  suồng [𠸨]",U+54A4,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6466,sả,𦲺,"蘿𦲺 lá sả
  · 𦹯𦲺 cỏ sả",U+26CBA,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6467,sả,𪀎,"𪀄𪀎
  chim sả",U+2A00E,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6468,sả,𪮈,"𪮈𬚸
  sả thịt · 𪮈荇 sả hành · 蹉𪮈 sa sả",U+2AB88,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6469,sạ,拃,拃穭 sạ lúa,U+62C3,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6470,sác,槊,"汕槊 sớn sác
  [𠸨]",U+69CA,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6471,SẮC,色,"𦭷色 màu
  sắc · 出色 xuất sắc · 顏色 nhan sắc · 劅色 súc sắc [𠸨] · 誇色 khoe sắc","[翻]

    U+8272",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6472,SẮC,敕,"敕令 sắc lệnh · 敕封
  sắc phong",U+6555,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6473,SẮC,嗇,"彼嗇斯豐 bỉ sắc tư
  phong",U+55C7,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6474,sắc,銫,"銫𤓩 sắc
  bén · 𨁪銫 dấu sắc · 銫𫇿 sắc thuốc",U+92AB,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6475,sắc,𪁅,"𪀄𪁅
  chim sắc",U+2A045,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6476,sạc,𠲅,"汴𠲅 bin
  (pin) sạc [摱]",U+20C85,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6477,sặc,嗾,"嗾咵 sặc sụa
  [𠸨] · 𣩂嗾 chết sặc",U+55FE,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6478,SÁCH,冊,"冊𡲈 sách
  vở · 冊教科 sách giáo khoa",U+518A,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6479,SÁCH,索,"索擾 sách nhiễu ·
  索引 sách dẫn",U+7D22,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6480,SÁCH,策,"策略 sách lược ·
  政策 chính sách",U+7B56,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6481,sạch,滌,"滌仕 sạch sẽ
  [𠸨] · 𢭯滌 quét sạch · 滌𡊳栍 sạch sành sanh
  [𠸨]","[異] 瀝

    U+6ECC",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6482,SAI,差,"差𡍚 sai
  lầm · 差分 sai phân · 差數 sai số · 差遣 sai khiến",U+5DEE,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6483,sai,𡗂,"𡗂果 sai
  quả","[翻]

    [異] 差

    U+215C2",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6484,SÁI,灑,蕭灑 tiêu sái,U+7051,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6485,sái,𫪱,"𫪱𢬣
  sái tay · 𫜵𫪱 làm sái · 𫪱渃 sái nước",U+2BAB1,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6486,SÀI,柴,"柴胡 sài hồ · 柴門
  sài môn · 柴棍 Sài Gòn · 疏柴 sơ sài [𠸨]",U+67F4,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6487,SÀI,豺,豺狼 sài lang,U+8C7A,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6488,sài,㾹,"病㾹 bệnh sài · 㾹驚
  sài kinh",U+3FB9,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6489,sãi,𠇈,"𠇈娓 sãi
  vãi",U+201C8,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6490,sải,庹,"庹𢬣 sải
  tay · 庹𦑃 sải cánh",U+5EB9,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6491,SAM,杉,雲杉 vân sam,U+6749,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6492,sam,蔘,蔞蔘 rau sam,U+8518,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6493,sam,𧑁,"𡥵𧑁
  con sam · 脽𧑁 đuôi sam",U+27441,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6494,SÁM,懺,懺悔 sám hối,U+61FA,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6495,sàm,謲,"謲𬾟 sàm
  sỡ [𠸨]",U+8B32,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6496,SÀM,讒,讒言 sàm ngôn,U+8B92,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6497,SÂM,參,"人參 nhân sâm · 海參
  hải sâm · 霜參 sương sâm",U+53C3,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6498,SÂM,森,"鄭森 Trịnh Sâm ·
  森捠 sâm-banh (panh) [摱]",U+68EE,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6499,sâm,𩅙,"𩅙𩅙
  sâm sẩm [𠸨]","⇔ 𩅙
  sẩm

    U+29159",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6500,săm,墋,茹墋 nhà săm [摱],U+588B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6501,săm,𥊀,"𥊀𤐝
  săm soi · 𥊀𫑺 săm sưa",U+25280,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6502,sấm,𩆐,"𩆐𩅀
  sấm chớp",U+29190,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6503,SẤM,讖,"讖傳 sấm
  truyền",U+8B96,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6504,SẦM,岑,岑鬱 sầm uất,"[翻]

    U+5C91",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6505,sầm,岑,"𣋁岑 tối
  sầm","[翻]

    U+5C91",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6506,sầm,𭰪,"𩄎𭰪𭰪
  mưa sầm sập [𠸨]","⇔ 𭰪
  sập

    U+2DC2A",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6507,sắm,攕,"𧷸攕 mua
  sắm · 攕栍 sắm sanh [𠸨]","[翻]

    U+6515",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6508,sẫm,湛,青湛 xanh sẫm,U+6E5B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6509,sẩm,𩅙,"𩅙𦭷
  sẩm màu · 𩅙𣋁 sẩm tối · 𣞶𩅙 sến sẩm",U+29159,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6510,sậm,湛,"湛𦭷 sậm
  màu · 𧹻湛 đỏ sậm",U+6E5B,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6511,SAN,刊,"月刊 nguyệt
  san",U+520A,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6512,SAN,珊,珊瑚 san hô,"[翻]

    U+73CA",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6513,san,滻,"滻平 san bằng · 滻塝
  san phẳng · 滻𢩿 san sẻ",U+6EFB,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6514,san,擦,"擦擦 san sát
  [𠸨]","⇔ 擦 sát

    U+64E6",https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6515,sán,汕,"汕齋 Sán Chay ·
  汕𢭼 Sán Dìu",U+6C55,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6516,sán,疝,"病疝 bệnh sán ·
  𧉙疝 giun sán",U+759D,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6517,sán,赸,赸徠 sán lại,U+8D78,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
6518,sán,燦,燦爛 sán lạn,U+71E6,https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html?uiLang=vi
